CustomerName,CustomerID,Segment,City,State,Region,Country,PostalCode,OrderID,OrderDate,ShipDate,ShipMode,Sales,Discount,Profit,Quantity,ProductName,Category,SubCategory
Steven Cartwright,SC-20725,Consumer,Wilmington,Delaware,East,United States,19805,CA-2016-103730,2016-06-12,2016-06-15,First Class,"47,04","0,0","18,3456",3,Artistic Insta-Plaque,Furniture,Furnishings
Steven Cartwright,SC-20725,Consumer,Wilmington,Delaware,East,United States,19805,CA-2016-103730,2016-06-12,2016-06-15,First Class,"30,84","0,0","13,878",4,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders
Steven Cartwright,SC-20725,Consumer,Wilmington,Delaware,East,United States,19805,CA-2016-103730,2016-06-12,2016-06-15,First Class,"226,56","0,0","63,4368",6,"Companion Letter/Legal File, Black",Office Supplies,Storage
Steven Cartwright,SC-20725,Consumer,Wilmington,Delaware,East,United States,19805,CA-2016-103730,2016-06-12,2016-06-15,First Class,"115,02","0,0","51,759",9,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Envelopes
Steven Cartwright,SC-20725,Consumer,Wilmington,Delaware,East,United States,19805,CA-2016-103730,2016-06-12,2016-06-15,First Class,"68,04","0,0","19,7316",7,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Technology,Phones
Alan Dominguez,AD-10180,Home Office,Houston,Texas,Central,United States,77041,US-2014-152030,2014-12-26,2014-12-28,Second Class,"600,558","0,3","-8,5794",3,Global Deluxe High-Back Manager's Chair,Furniture,Chairs
Philip Fox,PF-19165,Consumer,Bloomington,Illinois,Central,United States,61701,US-2014-134614,2014-09-20,2014-09-25,Standard Class,"617,7","0,5","-407,682",6,Bevis 44 x 96 Conference Tables,Furniture,Tables
Troy Staebel,TS-21610,Consumer,Phoenix,Arizona,West,United States,85023,US-2017-107272,2017-11-05,2017-11-12,Standard Class,"2,388","0,7","-1,8308",2,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders
Troy Staebel,TS-21610,Consumer,Phoenix,Arizona,West,United States,85023,US-2017-107272,2017-11-05,2017-11-12,Standard Class,"243,992","0,2","30,499",7,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,Storage
Lindsay Shagiari,LS-16975,Home Office,Los Angeles,California,West,United States,90004,US-2016-125969,2016-11-06,2016-11-10,Second Class,"81,424","0,2","-9,1602",2,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs
Lindsay Shagiari,LS-16975,Home Office,Los Angeles,California,West,United States,90004,US-2016-125969,2016-11-06,2016-11-10,Second Class,"238,56","0,0","26,2416",3,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings
Dorothy Wardle,DW-13585,Corporate,Columbus,Ohio,East,United States,43229,US-2017-164147,2017-02-02,2017-02-05,First Class,"59,97","0,4","-11,994",5,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology,Phones
Dorothy Wardle,DW-13585,Corporate,Columbus,Ohio,East,United States,43229,US-2017-164147,2017-02-02,2017-02-05,First Class,"78,304","0,2","29,364",2,Xerox 1916,Office Supplies,Paper
Dorothy Wardle,DW-13585,Corporate,Columbus,Ohio,East,United States,43229,US-2017-164147,2017-02-02,2017-02-05,First Class,"21,456","0,2","6,9732",9,Staples,Office Supplies,Fasteners
Lena Creighton,LC-16885,Consumer,Roseville,California,West,United States,95661,CA-2016-145583,2016-10-13,2016-10-19,Standard Class,"20,04","0,0","9,6192",3,Xerox 195,Office Supplies,Paper
Lena Creighton,LC-16885,Consumer,Roseville,California,West,United States,95661,CA-2016-145583,2016-10-13,2016-10-19,Standard Class,"35,44","0,0","16,6568",1,Xerox 1880,Office Supplies,Paper
Lena Creighton,LC-16885,Consumer,Roseville,California,West,United States,95661,CA-2016-145583,2016-10-13,2016-10-19,Standard Class,"11,52","0,0","3,456",4,"Sanford Colorific Colored Pencils, 12/Box",Office Supplies,Art
Lena Creighton,LC-16885,Consumer,Roseville,California,West,United States,95661,CA-2016-145583,2016-10-13,2016-10-19,Standard Class,"4,02","0,0","1,9698",2,Ideal Clamps,Office Supplies,Fasteners
Lena Creighton,LC-16885,Consumer,Roseville,California,West,United States,95661,CA-2016-145583,2016-10-13,2016-10-19,Standard Class,"76,176","0,2","26,6616",3,GBC Wire Binding Strips,Office Supplies,Binders
Lena Creighton,LC-16885,Consumer,Roseville,California,West,United States,95661,CA-2016-145583,2016-10-13,2016-10-19,Standard Class,"65,88","0,0","18,4464",6,Fiskars Softgrip Scissors,Office Supplies,Supplies
Lena Creighton,LC-16885,Consumer,Roseville,California,West,United States,95661,CA-2016-145583,2016-10-13,2016-10-19,Standard Class,"43,12","0,0","20,6976",14,Longer-Life Soft White Bulbs,Furniture,Furnishings
Jonathan Doherty,JD-15895,Corporate,Philadelphia,Pennsylvania,East,United States,19140,CA-2016-110366,2016-09-05,2016-09-07,Second Class,"82,8","0,2","10,35",2,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings
Sally Hughsby,SH-19975,Corporate,San Francisco,California,West,United States,94122,CA-2017-106180,2017-09-18,2017-09-23,Standard Class,"8,82","0,0","2,3814",3,Newell 343,Office Supplies,Art
Sally Hughsby,SH-19975,Corporate,San Francisco,California,West,United States,94122,CA-2017-106180,2017-09-18,2017-09-23,Standard Class,"10,86","0,0","5,1042",3,Convenience Packs of Business Envelopes,Office Supplies,Envelopes
Sally Hughsby,SH-19975,Corporate,San Francisco,California,West,United States,94122,CA-2017-106180,2017-09-18,2017-09-23,Standard Class,"143,7","0,0","68,976",3,Xerox 1911,Office Supplies,Paper
Sandra Glassco,SG-20080,Consumer,Independence,Missouri,Central,United States,64055,CA-2017-155376,2017-12-22,2017-12-27,Standard Class,"839,43","0,0","218,2518",3,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,Appliances
Helen Andreada,HA-14920,Consumer,Pasadena,California,West,United States,91104,CA-2015-110744,2015-09-07,2015-09-12,Standard Class,"671,93","0,0","20,1579",7,Safco Industrial Wire Shelving,Office Supplies,Storage
Maureen Gastineau,MG-17680,Home Office,Newark,Ohio,East,United States,43055,CA-2014-110072,2014-10-22,2014-10-28,Standard Class,"93,888","0,2","12,9096",4,"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,Furnishings
Justin Ellison,JE-16165,Corporate,Franklin,Wisconsin,Central,United States,53132,CA-2016-114489,2016-12-05,2016-12-09,Standard Class,"384,45","0,0","103,8015",11,Plantronics Cordless Phone Headset with In-line Volume - M214C,Technology,Phones
Justin Ellison,JE-16165,Corporate,Franklin,Wisconsin,Central,United States,53132,CA-2016-114489,2016-12-05,2016-12-09,Standard Class,"149,97","0,0","5,9988",3,Anker Astro 15000mAh USB Portable Charger,Technology,Phones
Justin Ellison,JE-16165,Corporate,Franklin,Wisconsin,Central,United States,53132,CA-2016-114489,2016-12-05,2016-12-09,Standard Class,"1951,84","0,0","585,552",8,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Chairs
Justin Ellison,JE-16165,Corporate,Franklin,Wisconsin,Central,United States,53132,CA-2016-114489,2016-12-05,2016-12-09,Standard Class,"171,55","0,0","80,6285",5,GBC Prestige Therm-A-Bind Covers,Office Supplies,Binders
Tamara Willingham,TW-21025,Home Office,Scottsdale,Arizona,West,United States,85254,CA-2016-158834,2016-03-13,2016-03-16,First Class,"157,92","0,2","17,766",5,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Office Supplies,Appliances
Tamara Willingham,TW-21025,Home Office,Scottsdale,Arizona,West,United States,85254,CA-2016-158834,2016-03-13,2016-03-16,First Class,"203,184","0,2","15,2388",2,Jabra BIZ 2300 Duo QD Duo Corded Headset,Technology,Phones
Stephanie Phelps,SP-20650,Corporate,San Jose,California,West,United States,95123,CA-2015-124919,2015-05-31,2015-06-02,First Class,"58,38","0,0","26,271",7,Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,Paper
Stephanie Phelps,SP-20650,Corporate,San Jose,California,West,United States,95123,CA-2015-124919,2015-05-31,2015-06-02,First Class,"105,52","0,0","48,5392",4,Xerox 1883,Office Supplies,Paper
Stephanie Phelps,SP-20650,Corporate,San Jose,California,West,United States,95123,CA-2015-124919,2015-05-31,2015-06-02,First Class,"80,88","0,0","21,0288",6,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,Storage
Neil Knudson,NK-18490,Home Office,Seattle,Washington,West,United States,98105,CA-2015-118948,2015-05-28,2015-06-03,Standard Class,"6,63","0,0","1,7901",3,Newell 311,Office Supplies,Art
Dave Brooks,DB-13060,Consumer,Seattle,Washington,West,United States,98115,CA-2014-104269,2014-03-01,2014-03-06,Second Class,"457,568","0,2","51,4764",2,Global Deluxe High-Back Manager's Chair,Furniture,Chairs
Nora Paige,NP-18670,Consumer,Edmond,Oklahoma,Central,United States,73034,CA-2016-114104,2016-11-20,2016-11-24,Standard Class,"14,62","0,0","6,8714",2,Avery 519,Office Supplies,Labels
Nora Paige,NP-18670,Consumer,Edmond,Oklahoma,Central,United States,73034,CA-2016-114104,2016-11-20,2016-11-24,Standard Class,"944,93","0,0","236,2325",7,Avaya 5420 Digital phone,Technology,Phones
Ted Trevino,TT-21070,Consumer,Los Angeles,California,West,United States,90045,CA-2016-162733,2016-05-11,2016-05-12,First Class,"5,98","0,0","2,691",1,Xerox 1920,Office Supplies,Paper
Eric Murdock,EM-13960,Consumer,Philadelphia,Pennsylvania,East,United States,19134,CA-2015-119697,2015-12-28,2015-12-31,Second Class,"54,384","0,2","1,3596",2,Lenovo 17-Key USB Numeric Keypad,Technology,Accessories
Ruben Dartt,RD-19900,Consumer,Carlsbad,New Mexico,West,United States,88220,CA-2016-154508,2016-11-16,2016-11-20,Standard Class,"28,4","0,0","13,348",5,Staple envelope,Office Supplies,Envelopes
Max Jones,MJ-17740,Consumer,Seattle,Washington,West,United States,98115,CA-2016-113817,2016-11-07,2016-11-11,Standard Class,"27,68","0,2","9,688",2,Wilson Jones International Size A4 Ring Binders,Office Supplies,Binders
Becky Martin,BM-11140,Consumer,San Antonio,Texas,Central,United States,78207,CA-2014-139892,2014-09-08,2014-09-12,Standard Class,"9,936","0,2","2,7324",3,BIC Brite Liner Highlighters,Office Supplies,Art
Becky Martin,BM-11140,Consumer,San Antonio,Texas,Central,United States,78207,CA-2014-139892,2014-09-08,2014-09-12,Standard Class,"8159,952","0,4","-1359,992",8,Lexmark MX611dhe Monochrome Laser Printer,Technology,Machines
Becky Martin,BM-11140,Consumer,San Antonio,Texas,Central,United States,78207,CA-2014-139892,2014-09-08,2014-09-12,Standard Class,"275,928","0,2","-58,6347",3,Space Solutions HD Industrial Steel Shelving.,Office Supplies,Storage
Becky Martin,BM-11140,Consumer,San Antonio,Texas,Central,United States,78207,CA-2014-139892,2014-09-08,2014-09-12,Standard Class,"1740,06","0,3","-24,858",9,SAFCO Arco Folding Chair,Furniture,Chairs
Becky Martin,BM-11140,Consumer,San Antonio,Texas,Central,United States,78207,CA-2014-139892,2014-09-08,2014-09-12,Standard Class,"32,064","0,2","6,8136",6,Sanford Liquid Accent Highlighters,Office Supplies,Art
Becky Martin,BM-11140,Consumer,San Antonio,Texas,Central,United States,78207,CA-2014-139892,2014-09-08,2014-09-12,Standard Class,"177,98","0,8","-453,849",5,Kensington 7 Outlet MasterPiece Power Center,Office Supplies,Appliances
Becky Martin,BM-11140,Consumer,San Antonio,Texas,Central,United States,78207,CA-2014-139892,2014-09-08,2014-09-12,Standard Class,"143,976","0,2","8,9985",3,JBL Micro Wireless Portable Bluetooth Speaker,Technology,Phones
Chad Sievert,CS-12130,Consumer,Los Angeles,California,West,United States,90004,CA-2014-118962,2014-08-05,2014-08-09,Standard Class,"20,94","0,0","9,8418",3,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",Office Supplies,Paper
Chad Sievert,CS-12130,Consumer,Los Angeles,California,West,United States,90004,CA-2014-118962,2014-08-05,2014-08-09,Standard Class,"110,96","0,0","53,2608",2,Xerox 1913,Office Supplies,Paper
Chad Sievert,CS-12130,Consumer,Los Angeles,California,West,United States,90004,CA-2014-118962,2014-08-05,2014-08-09,Standard Class,"340,144","0,2","21,259",7,"Global Value Steno Chair, Gray",Furniture,Chairs
Jennifer Braxton,JB-15400,Corporate,Chicago,Illinois,Central,United States,60623,US-2014-100853,2014-09-14,2014-09-19,Standard Class,"52,448","0,8","-131,12",2,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances
Jennifer Braxton,JB-15400,Corporate,Chicago,Illinois,Central,United States,60623,US-2014-100853,2014-09-14,2014-09-19,Standard Class,"20,16","0,2","6,552",4,Avery 51,Office Supplies,Labels
Shirley Jackson,SJ-20500,Consumer,Houston,Texas,Central,United States,77036,US-2017-152366,2017-04-21,2017-04-25,Second Class,"97,264","0,8","-243,16",4,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances
Joel Eaton,JE-15745,Consumer,Newark,Ohio,East,United States,43055,US-2015-101511,2015-11-21,2015-11-23,Second Class,"396,802","0,3","-11,3372",7,"Padded Folding Chairs, Black, 4/Carton",Furniture,Chairs
Joel Eaton,JE-15745,Consumer,Newark,Ohio,East,United States,43055,US-2015-101511,2015-11-21,2015-11-23,Second Class,"15,88","0,2","-3,7715",5,Acme Rosewood Handle Letter Opener,Office Supplies,Supplies
Jim Kriz,JK-15640,Home Office,New York City,New York,East,United States,10009,CA-2015-137225,2015-12-15,2015-12-19,Standard Class,"3,28","0,0","1,4104",1,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,Art
David Kendrick,DK-13150,Corporate,Decatur,Illinois,Central,United States,62521,CA-2014-166191,2014-12-05,2014-12-09,Second Class,"24,816","0,2","1,8612",2,"Tenex File Box, Personal Filing Tote with Lid, Black",Office Supplies,Storage
David Kendrick,DK-13150,Corporate,Decatur,Illinois,Central,United States,62521,CA-2014-166191,2014-12-05,2014-12-09,Second Class,"408,744","0,2","76,6395",7,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories
Robert Marley,RM-19675,Home Office,Monroe,Louisiana,South,United States,71203,CA-2014-158274,2014-11-19,2014-11-24,Second Class,"503,96","0,0","131,0296",4,AT&T TR1909W,Technology,Phones
Robert Marley,RM-19675,Home Office,Monroe,Louisiana,South,United States,71203,CA-2014-158274,2014-11-19,2014-11-24,Second Class,"149,95","0,0","41,986",5,Nokia Lumia 521 (T-Mobile),Technology,Phones
Robert Marley,RM-19675,Home Office,Monroe,Louisiana,South,United States,71203,CA-2014-158274,2014-11-19,2014-11-24,Second Class,"29,0","0,0","7,25",2,HP Standard 104 key PS/2 Keyboard,Technology,Accessories
Sally Knutson,SK-19990,Consumer,Fairfield,Connecticut,East,United States,6824,CA-2016-105018,2016-11-28,2016-12-02,Standard Class,"7,16","0,0","3,4368",2,Avery Poly Binder Pockets,Office Supplies,Binders
Frank Merwin,FM-14290,Home Office,Los Angeles,California,West,United States,90032,CA-2014-123260,2014-08-26,2014-08-30,Standard Class,"176,8","0,0","22,984",8,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,Accessories
Alice McCarthy,AM-10360,Corporate,Grand Prairie,Texas,Central,United States,75051,CA-2016-157000,2016-07-16,2016-07-22,Standard Class,"37,224","0,2","3,7224",3,"Personal Filing Tote with Lid, Black/Gray",Office Supplies,Storage
Alice McCarthy,AM-10360,Corporate,Grand Prairie,Texas,Central,United States,75051,CA-2016-157000,2016-07-16,2016-07-22,Standard Class,"20,016","0,2","6,255",3,Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,Paper
Mark Packer,MP-17470,Home Office,New York City,New York,East,United States,10035,CA-2015-102281,2015-10-12,2015-10-14,First Class,"899,136","0,2","112,392",4,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases
Mark Packer,MP-17470,Home Office,New York City,New York,East,United States,10035,CA-2015-102281,2015-10-12,2015-10-14,First Class,"71,76","0,0","20,0928",6,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones
Mark Packer,MP-17470,Home Office,New York City,New York,East,United States,10035,CA-2015-102281,2015-10-12,2015-10-14,First Class,"51,84","0,0","24,8832",8,Xerox 205,Office Supplies,Paper
Mark Packer,MP-17470,Home Office,New York City,New York,East,United States,10035,CA-2015-102281,2015-10-12,2015-10-14,First Class,"626,352","0,2","46,9764",3,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases
Mark Packer,MP-17470,Home Office,New York City,New York,East,United States,10035,CA-2015-102281,2015-10-12,2015-10-14,First Class,"19,9","0,0","6,567",5,4009 Highlighters by Sanford,Office Supplies,Art
Mary Zewe,MZ-17515,Corporate,Redlands,California,West,United States,92374,CA-2015-131457,2015-10-31,2015-11-06,Standard Class,"14,28","0,0","6,7116",7,Poly String Tie Envelopes,Office Supplies,Envelopes
Cassandra Brandow,CB-12025,Consumer,Hamilton,Ohio,East,United States,45011,CA-2014-140004,2014-03-21,2014-03-25,Standard Class,"7,408","0,2","1,2038",2,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,Art
Cassandra Brandow,CB-12025,Consumer,Hamilton,Ohio,East,United States,45011,CA-2014-140004,2014-03-21,2014-03-25,Standard Class,"6,048","0,2","1,5876",3,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art
Valerie Mitchum,VM-21685,Home Office,Westfield,New Jersey,East,United States,7090,CA-2017-107720,2017-11-06,2017-11-13,Standard Class,"46,26","0,0","12,0276",3,Decoflex Hanging Personal Folder File,Office Supplies,Storage
Fred Hopkins,FH-14365,Corporate,Philadelphia,Pennsylvania,East,United States,19120,US-2017-124303,2017-07-06,2017-07-13,Standard Class,"2,946","0,7","-2,2586",2,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders
Fred Hopkins,FH-14365,Corporate,Philadelphia,Pennsylvania,East,United States,19120,US-2017-124303,2017-07-06,2017-07-13,Standard Class,"16,056","0,2","5,8203",3,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,Paper
Maria Bertelson,MB-17305,Consumer,Akron,Ohio,East,United States,44312,CA-2017-105074,2017-06-24,2017-06-29,Standard Class,"21,744","0,2","6,795",3,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,Paper
Bruce Stewart,BS-11755,Consumer,Denver,Colorado,West,United States,80219,CA-2014-133690,2014-08-03,2014-08-05,First Class,"218,75","0,5","-161,875",2,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Furniture,Tables
Bruce Stewart,BS-11755,Consumer,Denver,Colorado,West,United States,80219,CA-2014-133690,2014-08-03,2014-08-05,First Class,"2,6","0,2","0,2925",1,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,Appliances
Logan Currie,LC-17140,Consumer,Dallas,Texas,Central,United States,75220,US-2017-116701,2017-12-17,2017-12-21,Second Class,"66,284","0,8","-178,9668",2,Eureka Sanitaire  Commercial Upright,Office Supplies,Appliances
Heather Kirkland,HK-14890,Corporate,Franklin,Tennessee,South,United States,37064,CA-2017-126382,2017-06-03,2017-06-07,Standard Class,"35,168","0,2","9,6712",7,"Eldon 200 Class Desk Accessories, Burgundy",Furniture,Furnishings
